dem,eleccion,sec,id_cas,ln,pe,pan,pri,prd,pvem,pt,mc,na,morena,ph,eas,pri_pvem,prd_pt,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,ph_p,es_p,pri_pvem_p,prd_pt_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_pvem_p,coal_prd_pt_,coal_morena_p,coal_mc_p,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
BENITO JUAREZ,2015,4419,4419-C2,551,577,111,24,14,8,6,13,9,43,10,10,0,0,1,19,268,111,43,24,68,0.2537313433,19,0.0708955224,0.4863883848,41.42%,8.96%,5.22%,2.99%,2.24%,4.85%,3.36%,16.04%,3.73%,3.73%,0.00%,0.00%,0.37%,7.09%,100.00%,41.42%,16.04%,8.96%,PAN,MORENA,PRI,41.42%,11.94%,7.46%,16.04%,4.85%,18.28%,100.00%,41.42%,16.04%,11.94%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4420,4420-B,732,757,137,23,18,12,3,18,11,58,11,21,3,0,2,26,343,137,58,23,79,0.2303206997,35,0.1020408163,0.4685792350,39.94%,6.71%,5.25%,3.50%,0.87%,5.25%,3.21%,16.91%,3.21%,6.12%,0.87%,0.00%,0.58%,7.58%,100.00%,39.94%,16.91%,6.71%,PAN,MORENA,PRI,39.94%,11.08%,6.12%,16.91%,5.25%,20.70%,100.00%,39.94%,16.91%,11.08%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4420,4420-C1,732,756,117,35,76,14,6,7,6,71,13,18,17,0,3,76,459,117,76,71,41,0.0893246187,5,0.0108932462,0.6270491803,25.49%,7.63%,16.56%,3.05%,1.31%,1.53%,1.31%,15.47%,2.83%,3.92%,3.70%,0.00%,0.65%,16.56%,100.00%,25.49%,16.56%,15.47%,PAN,PRD,MORENA,25.49%,14.38%,17.86%,15.47%,1.53%,25.27%,100.00%,25.49%,17.86%,15.47%,PAN,PRD_PT,MORENA
BENITO JUAREZ,2015,4420,4420-C2,731,756,119,26,27,10,1,16,1,72,9,16,1,0,2,18,318,119,72,27,47,0.1477987421,45,0.1415094340,0.4350205198,37.42%,8.18%,8.49%,3.14%,0.31%,5.03%,0.31%,22.64%,2.83%,5.03%,0.31%,0.00%,0.63%,5.66%,100.00%,37.42%,22.64%,8.49%,PAN,MORENA,PRD,37.42%,11.64%,8.81%,22.64%,5.03%,14.47%,100.00%,37.42%,22.64%,11.64%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4421,4421-B,739,764,113,50,21,12,3,10,4,59,7,19,0,0,0,31,329,113,59,50,54,0.1641337386,9,0.0273556231,0.4451962111,34.35%,15.20%,6.38%,3.65%,0.91%,3.04%,1.22%,17.93%,2.13%,5.78%,0.00%,0.00%,0.00%,9.42%,100.00%,34.35%,17.93%,15.20%,PAN,MORENA,PRI,34.35%,18.84%,7.29%,17.93%,3.04%,18.54%,100.00%,34.35%,18.84%,17.93%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4421,4421-C1,739,763,133,35,27,18,6,13,8,61,11,13,0,1,0,19,345,133,61,35,72,0.2086956522,26,0.0753623188,0.4668470907,38.55%,10.14%,7.83%,5.22%,1.74%,3.77%,2.32%,17.68%,3.19%,3.77%,0.00%,0.29%,0.00%,5.51%,100.00%,38.55%,17.68%,10.14%,PAN,MORENA,PRI,38.55%,15.36%,9.86%,17.68%,3.77%,14.78%,100.00%,38.55%,17.68%,15.36%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4422,4422-B,600,625,125,39,26,5,1,16,4,51,13,11,0,0,1,32,324,125,51,39,74,0.2283950617,12,0.0370370370,0.5400000000,38.58%,12.04%,8.02%,1.54%,0.31%,4.94%,1.23%,15.74%,4.01%,3.40%,0.00%,0.00%,0.31%,9.88%,100.00%,38.58%,15.74%,12.04%,PAN,MORENA,PRI,38.58%,13.58%,8.33%,15.74%,4.94%,18.83%,100.00%,38.58%,15.74%,13.58%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4422,4422-C1,599,625,115,33,17,15,2,4,6,58,14,13,0,0,2,25,304,115,58,33,57,0.1875000000,25,0.0822368421,0.5075125209,37.83%,10.86%,5.59%,4.93%,0.66%,1.32%,1.97%,19.08%,4.61%,4.28%,0.00%,0.00%,0.66%,8.22%,100.00%,37.83%,19.08%,10.86%,PAN,MORENA,PRI,37.83%,15.79%,6.25%,19.08%,1.32%,19.74%,100.00%,37.83%,19.08%,15.79%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4422,4422-C2,599,625,107,26,15,15,3,14,2,63,9,11,1,0,0,29,295,107,63,26,44,0.1491525424,37,0.1254237288,0.4924874791,36.27%,8.81%,5.08%,5.08%,1.02%,4.75%,0.68%,21.36%,3.05%,3.73%,0.34%,0.00%,0.00%,9.83%,100.00%,36.27%,21.36%,8.81%,PAN,MORENA,PRI,36.27%,14.24%,6.10%,21.36%,4.75%,17.29%,100.00%,36.27%,21.36%,14.24%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4423,4423-B,476,497,86,23,29,6,3,3,4,33,8,10,1,0,2,20,228,86,33,29,53,0.2324561404,4,0.0175438596,0.4789915966,37.72%,10.09%,12.72%,2.63%,1.32%,1.32%,1.75%,14.47%,3.51%,4.39%,0.44%,0.00%,0.88%,8.77%,100.00%,37.72%,14.47%,12.72%,PAN,MORENA,PRD,37.72%,13.16%,14.04%,14.47%,1.32%,19.30%,100.00%,37.72%,14.47%,14.04%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4423,4423-C1,476,497,90,27,21,5,1,10,3,31,9,3,1,0,0,19,220,90,31,27,59,0.2681818182,4,0.0181818182,0.4621848739,40.91%,12.27%,9.55%,2.27%,0.45%,4.55%,1.36%,14.09%,4.09%,1.36%,0.45%,0.00%,0.00%,8.64%,100.00%,40.91%,14.09%,12.27%,PAN,MORENA,PRI,40.91%,15.00%,10.00%,14.09%,4.55%,15.45%,100.00%,40.91%,15.00%,14.09%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4424,4424-B,586,623,115,20,18,5,2,7,3,33,8,10,0,0,1,34,256,115,33,20,82,0.3203125000,13,0.0507812500,0.4368600683,44.92%,7.81%,7.03%,1.95%,0.78%,2.73%,1.17%,12.89%,3.13%,3.91%,0.00%,0.00%,0.39%,13.28%,100.00%,44.92%,12.89%,7.81%,PAN,MORENA,PRI,44.92%,9.77%,7.81%,12.89%,2.73%,21.88%,100.00%,44.92%,12.89%,9.77%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4424,4424-C1,586,622,98,24,15,3,1,9,7,40,6,6,1,0,1,21,232,98,40,24,58,0.2500000000,16,0.0689655172,0.3959044369,42.24%,10.34%,6.47%,1.29%,0.43%,3.88%,3.02%,17.24%,2.59%,2.59%,0.43%,0.00%,0.43%,9.05%,100.00%,42.24%,17.24%,10.34%,PAN,MORENA,PRI,42.24%,12.07%,6.90%,17.24%,3.88%,17.67%,100.00%,42.24%,17.24%,12.07%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4425,4425-B,523,547,114,24,21,7,4,3,5,31,10,8,1,1,0,13,242,114,31,24,83,0.3429752066,7,0.0289256198,0.4627151052,47.11%,9.92%,8.68%,2.89%,1.65%,1.24%,2.07%,12.81%,4.13%,3.31%,0.41%,0.41%,0.00%,5.37%,100.00%,47.11%,12.81%,9.92%,PAN,MORENA,PRI,47.11%,13.22%,10.74%,12.81%,1.24%,14.88%,100.00%,47.11%,13.22%,12.81%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4425,4425-C1,523,546,100,35,21,7,1,6,4,30,9,10,0,0,3,12,238,100,35,30,65,0.2731092437,5,0.0210084034,0.4550669216,42.02%,14.71%,8.82%,2.94%,0.42%,2.52%,1.68%,12.61%,3.78%,4.20%,0.00%,0.00%,1.26%,5.04%,100.00%,42.02%,14.71%,12.61%,PAN,PRI,MORENA,42.02%,17.65%,9.24%,12.61%,2.52%,15.97%,100.00%,42.02%,17.65%,12.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4426,4426-B,423,450,45,25,10,9,2,9,2,27,2,10,1,0,1,21,164,45,27,25,18,0.1097560976,2,0.0121951220,0.3877068558,27.44%,15.24%,6.10%,5.49%,1.22%,5.49%,1.22%,16.46%,1.22%,6.10%,0.61%,0.00%,0.61%,12.80%,100.00%,27.44%,16.46%,15.24%,PAN,MORENA,PRI,27.44%,21.34%,7.32%,16.46%,5.49%,21.95%,100.00%,27.44%,21.34%,16.46%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4426,4426-C1,423,449,55,19,11,3,1,12,6,30,3,7,0,0,2,7,156,55,30,19,25,0.1602564103,11,0.0705128205,0.3687943262,35.26%,12.18%,7.05%,1.92%,0.64%,7.69%,3.85%,19.23%,1.92%,4.49%,0.00%,0.00%,1.28%,4.49%,100.00%,35.26%,19.23%,12.18%,PAN,MORENA,PRI,35.26%,14.10%,7.69%,19.23%,7.69%,16.03%,100.00%,35.26%,19.23%,14.10%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4427,4427-B,513,543,75,31,30,3,6,6,3,27,8,11,0,0,1,20,221,75,31,30,44,0.1990950226,1,0.0045248869,0.4307992203,33.94%,14.03%,13.57%,1.36%,2.71%,2.71%,1.36%,12.22%,3.62%,4.98%,0.00%,0.00%,0.45%,9.05%,100.00%,33.94%,14.03%,13.57%,PAN,PRI,PRD,33.94%,15.38%,16.29%,12.22%,2.71%,19.46%,100.00%,33.94%,16.29%,15.38%,PAN,PRD_PT,PRI_PVEM
BENITO JUAREZ,2015,4427,4427-C1,513,543,68,29,22,5,7,14,1,31,10,11,1,0,1,12,212,68,31,29,37,0.1745283019,2,0.0094339623,0.4132553606,32.08%,13.68%,10.38%,2.36%,3.30%,6.60%,0.47%,14.62%,4.72%,5.19%,0.47%,0.00%,0.47%,5.66%,100.00%,32.08%,14.62%,13.68%,PAN,MORENA,PRI,32.08%,16.51%,13.68%,14.62%,6.60%,16.51%,100.00%,32.08%,16.51%,14.62%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4427,4427-C2,513,543,80,23,34,9,2,7,0,45,6,10,1,1,3,21,242,80,45,34,35,0.1446280992,11,0.0454545455,0.4717348928,33.06%,9.50%,14.05%,3.72%,0.83%,2.89%,0.00%,18.60%,2.48%,4.13%,0.41%,0.41%,1.24%,8.68%,100.00%,33.06%,18.60%,14.05%,PAN,MORENA,PRD,33.06%,13.64%,15.29%,18.60%,2.89%,16.53%,100.00%,33.06%,18.60%,15.29%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4428,4428-B,514,542,104,37,15,8,3,9,4,43,7,6,2,1,0,15,254,104,43,37,61,0.2401574803,6,0.0236220472,0.4941634241,40.94%,14.57%,5.91%,3.15%,1.18%,3.54%,1.57%,16.93%,2.76%,2.36%,0.79%,0.39%,0.00%,5.91%,100.00%,40.94%,16.93%,14.57%,PAN,MORENA,PRI,40.94%,18.50%,7.48%,16.93%,3.54%,12.60%,100.00%,40.94%,18.50%,16.93%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4428,4428-C1,513,541,109,21,20,8,2,6,5,21,8,12,0,1,2,25,240,109,21,21,88,0.3666666667,0,0.0000000000,0.4678362573,45.42%,8.75%,8.33%,3.33%,0.83%,2.50%,2.08%,8.75%,3.33%,5.00%,0.00%,0.42%,0.83%,10.42%,100.00%,45.42%,8.75%,8.75%,PAN,MORENA,MORENA,45.42%,12.08%,9.58%,8.75%,2.50%,21.67%,100.00%,45.42%,12.08%,9.58%,PAN,PRI_PVEM,PRD_PT
BENITO JUAREZ,2015,4428,4428-C2,513,541,111,19,21,8,3,12,6,31,9,15,1,0,2,20,258,111,31,21,80,0.3100775194,10,0.0387596899,0.5029239766,43.02%,7.36%,8.14%,3.10%,1.16%,4.65%,2.33%,12.02%,3.49%,5.81%,0.39%,0.00%,0.78%,7.75%,100.00%,43.02%,12.02%,8.14%,PAN,MORENA,PRD,43.02%,10.85%,9.30%,12.02%,4.65%,20.16%,100.00%,43.02%,12.02%,10.85%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4429,4429-B,713,735,111,28,17,10,4,18,8,60,8,20,0,0,0,32,316,111,60,28,51,0.1613924051,32,0.1012658228,0.4431977560,35.13%,8.86%,5.38%,3.16%,1.27%,5.70%,2.53%,18.99%,2.53%,6.33%,0.00%,0.00%,0.00%,10.13%,100.00%,35.13%,18.99%,8.86%,PAN,MORENA,PRI,35.13%,12.03%,6.65%,18.99%,5.70%,21.52%,100.00%,35.13%,18.99%,12.03%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4429,4429-C1,713,735,116,39,25,8,0,19,9,53,9,15,0,0,0,32,325,116,53,39,63,0.1938461538,14,0.0430769231,0.4558204769,35.69%,12.00%,7.69%,2.46%,0.00%,5.85%,2.77%,16.31%,2.77%,4.62%,0.00%,0.00%,0.00%,9.85%,100.00%,35.69%,16.31%,12.00%,PAN,MORENA,PRI,35.69%,14.46%,7.69%,16.31%,5.85%,20.00%,100.00%,35.69%,16.31%,14.46%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4430,4430-B,549,569,60,25,23,25,4,16,11,45,12,14,1,0,0,17,253,60,45,25,15,0.0592885375,20,0.0790513834,0.4608378871,23.72%,9.88%,9.09%,9.88%,1.58%,6.32%,4.35%,17.79%,4.74%,5.53%,0.40%,0.00%,0.00%,6.72%,100.00%,23.72%,17.79%,9.88%,PAN,MORENA,PRI,23.72%,20.16%,10.67%,17.79%,6.32%,21.34%,100.00%,23.72%,20.16%,17.79%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4430,4430-C1,548,569,77,20,20,20,2,14,10,39,7,10,1,0,0,14,234,77,39,20,38,0.1623931624,19,0.0811965812,0.4270072993,32.91%,8.55%,8.55%,8.55%,0.85%,5.98%,4.27%,16.67%,2.99%,4.27%,0.43%,0.00%,0.00%,5.98%,100.00%,32.91%,16.67%,8.55%,PAN,MORENA,PRI,32.91%,17.52%,9.40%,16.67%,5.98%,17.52%,100.00%,32.91%,17.52%,16.67%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4430,4430-C2,548,569,72,20,36,19,2,19,7,69,4,13,2,0,0,15,278,72,69,36,3,0.0107913669,33,0.1187050360,0.5072992701,25.90%,7.19%,12.95%,6.83%,0.72%,6.83%,2.52%,24.82%,1.44%,4.68%,0.72%,0.00%,0.00%,5.40%,100.00%,25.90%,24.82%,12.95%,PAN,MORENA,PRD,25.90%,14.75%,13.67%,24.82%,6.83%,14.03%,100.00%,25.90%,24.82%,14.75%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4431,4431-B,622,642,92,19,29,13,3,13,10,61,8,17,1,0,3,25,294,92,61,29,31,0.1054421769,32,0.1088435374,0.4726688103,31.29%,6.46%,9.86%,4.42%,1.02%,4.42%,3.40%,20.75%,2.72%,5.78%,0.34%,0.00%,1.02%,8.50%,100.00%,31.29%,20.75%,9.86%,PAN,MORENA,PRD,31.29%,11.22%,10.88%,20.75%,4.42%,21.43%,100.00%,31.29%,20.75%,11.22%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4431,4431-C1,622,641,98,25,25,21,1,16,4,66,5,16,2,0,0,24,303,98,66,25,32,0.1056105611,41,0.1353135314,0.4871382637,32.34%,8.25%,8.25%,6.93%,0.33%,5.28%,1.32%,21.78%,1.65%,5.28%,0.66%,0.00%,0.00%,7.92%,100.00%,32.34%,21.78%,8.25%,PAN,MORENA,PRI,32.34%,15.84%,8.58%,21.78%,5.28%,16.17%,100.00%,32.34%,21.78%,15.84%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4431,4431-C2,622,641,94,18,25,18,3,13,7,64,7,13,1,1,3,23,290,94,64,25,30,0.1034482759,39,0.1344827586,0.4662379421,32.41%,6.21%,8.62%,6.21%,1.03%,4.48%,2.41%,22.07%,2.41%,4.48%,0.34%,0.34%,1.03%,7.93%,100.00%,32.41%,22.07%,8.62%,PAN,MORENA,PRD,32.41%,12.76%,10.00%,22.07%,4.48%,18.28%,100.00%,32.41%,22.07%,12.76%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4432,4432-B,538,559,69,26,21,9,6,4,3,53,6,13,4,0,1,14,229,69,53,26,16,0.0698689956,27,0.1179039301,0.4256505576,30.13%,11.35%,9.17%,3.93%,2.62%,1.75%,1.31%,23.14%,2.62%,5.68%,1.75%,0.00%,0.44%,6.11%,100.00%,30.13%,23.14%,11.35%,PAN,MORENA,PRI,30.13%,17.03%,11.79%,23.14%,1.75%,16.16%,100.00%,30.13%,23.14%,17.03%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4432,4432-C1,538,559,75,34,24,10,4,9,4,52,8,5,0,0,3,9,237,75,52,34,23,0.0970464135,18,0.0759493671,0.4405204461,31.65%,14.35%,10.13%,4.22%,1.69%,3.80%,1.69%,21.94%,3.38%,2.11%,0.00%,0.00%,1.27%,3.80%,100.00%,31.65%,21.94%,14.35%,PAN,MORENA,PRI,31.65%,18.57%,11.81%,21.94%,3.80%,12.24%,100.00%,31.65%,21.94%,18.57%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4432,4432-C2,537,559,63,26,24,17,5,11,6,42,8,13,1,0,1,14,231,63,42,26,21,0.0909090909,16,0.0692640693,0.4301675978,27.27%,11.26%,10.39%,7.36%,2.16%,4.76%,2.60%,18.18%,3.46%,5.63%,0.43%,0.00%,0.43%,6.06%,100.00%,27.27%,18.18%,11.26%,PAN,MORENA,PRI,27.27%,19.05%,12.55%,18.18%,4.76%,18.18%,100.00%,27.27%,19.05%,18.18%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4433,4433-B,531,548,78,27,19,39,2,9,2,38,6,20,1,0,1,7,249,78,39,38,39,0.1566265060,1,0.0040160643,0.4689265537,31.33%,10.84%,7.63%,15.66%,0.80%,3.61%,0.80%,15.26%,2.41%,8.03%,0.40%,0.00%,0.40%,2.81%,100.00%,31.33%,15.66%,15.26%,PAN,PVEM,MORENA,31.33%,26.91%,8.43%,15.26%,3.61%,14.46%,100.00%,31.33%,26.91%,15.26%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4433,4433-C1,531,547,62,24,21,30,5,10,3,50,5,15,2,1,2,18,248,62,50,30,12,0.0483870968,20,0.0806451613,0.4670433145,25.00%,9.68%,8.47%,12.10%,2.02%,4.03%,1.21%,20.16%,2.02%,6.05%,0.81%,0.40%,0.81%,7.26%,100.00%,25.00%,20.16%,12.10%,PAN,MORENA,PVEM,25.00%,22.58%,10.89%,20.16%,4.03%,17.34%,100.00%,25.00%,22.58%,20.16%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4433,4433-C2,531,547,83,23,19,33,4,16,6,40,6,16,1,0,0,16,263,83,40,33,43,0.1634980989,7,0.0266159696,0.4952919021,31.56%,8.75%,7.22%,12.55%,1.52%,6.08%,2.28%,15.21%,2.28%,6.08%,0.38%,0.00%,0.00%,6.08%,100.00%,31.56%,15.21%,12.55%,PAN,MORENA,PVEM,31.56%,21.67%,8.75%,15.21%,6.08%,16.73%,100.00%,31.56%,21.67%,15.21%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4434,4434-B,568,592,104,31,23,17,3,6,2,50,5,11,0,0,0,17,269,104,50,31,54,0.2007434944,19,0.0706319703,0.4735915493,38.66%,11.52%,8.55%,6.32%,1.12%,2.23%,0.74%,18.59%,1.86%,4.09%,0.00%,0.00%,0.00%,6.32%,100.00%,38.66%,18.59%,11.52%,PAN,MORENA,PRI,38.66%,17.84%,9.67%,18.59%,2.23%,13.01%,100.00%,38.66%,18.59%,17.84%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4434,4434-C1,567,592,106,14,19,15,7,1,3,53,7,16,1,1,0,28,271,106,53,19,53,0.1955719557,34,0.1254612546,0.4779541446,39.11%,5.17%,7.01%,5.54%,2.58%,0.37%,1.11%,19.56%,2.58%,5.90%,0.37%,0.37%,0.00%,10.33%,100.00%,39.11%,19.56%,7.01%,PAN,MORENA,PRD,39.11%,11.07%,9.96%,19.56%,0.37%,19.93%,100.00%,39.11%,19.56%,11.07%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4434,4434-C2,567,592,104,21,18,12,3,9,8,47,10,15,2,1,1,18,269,104,47,21,57,0.2118959108,26,0.0966542751,0.4744268078,38.66%,7.81%,6.69%,4.46%,1.12%,3.35%,2.97%,17.47%,3.72%,5.58%,0.74%,0.37%,0.37%,6.69%,100.00%,38.66%,17.47%,7.81%,PAN,MORENA,PRI,38.66%,13.01%,8.18%,17.47%,3.35%,19.33%,100.00%,38.66%,17.47%,13.01%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4435,4435-B,692,722,114,33,22,13,2,6,10,53,11,13,0,0,0,22,299,114,53,33,61,0.2040133779,20,0.0668896321,0.4320809249,38.13%,11.04%,7.36%,4.35%,0.67%,2.01%,3.34%,17.73%,3.68%,4.35%,0.00%,0.00%,0.00%,7.36%,100.00%,38.13%,17.73%,11.04%,PAN,MORENA,PRI,38.13%,15.38%,8.03%,17.73%,2.01%,18.73%,100.00%,38.13%,17.73%,15.38%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4435,4435-C1,692,721,118,30,23,12,0,10,1,69,10,18,2,0,0,17,310,118,69,30,49,0.1580645161,39,0.1258064516,0.4479768786,38.06%,9.68%,7.42%,3.87%,0.00%,3.23%,0.32%,22.26%,3.23%,5.81%,0.65%,0.00%,0.00%,5.48%,100.00%,38.06%,22.26%,9.68%,PAN,MORENA,PRI,38.06%,14.19%,7.42%,22.26%,3.23%,14.84%,100.00%,38.06%,22.26%,14.19%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4436,4436-B,662,699,141,38,24,15,1,13,3,49,9,26,0,0,2,14,335,141,49,38,92,0.2746268657,11,0.0328358209,0.5060422961,42.09%,11.34%,7.16%,4.48%,0.30%,3.88%,0.90%,14.63%,2.69%,7.76%,0.00%,0.00%,0.60%,4.18%,100.00%,42.09%,14.63%,11.34%,PAN,MORENA,PRI,42.09%,15.82%,7.46%,14.63%,3.88%,16.12%,100.00%,42.09%,15.82%,14.63%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4436,4436-C1,661,698,143,34,26,15,4,5,5,50,2,18,1,2,0,17,322,143,50,34,93,0.2888198758,16,0.0496894410,0.4871406959,44.41%,10.56%,8.07%,4.66%,1.24%,1.55%,1.55%,15.53%,0.62%,5.59%,0.31%,0.62%,0.00%,5.28%,100.00%,44.41%,15.53%,10.56%,PAN,MORENA,PRI,44.41%,15.53%,9.94%,15.53%,1.55%,13.04%,100.00%,44.41%,15.53%,15.53%,PAN,MORENA,MORENA
BENITO JUAREZ,2015,4437,4437-B,502,530,104,23,11,9,2,10,4,41,6,8,0,2,2,12,234,104,41,23,63,0.2692307692,18,0.0769230769,0.4661354582,44.44%,9.83%,4.70%,3.85%,0.85%,4.27%,1.71%,17.52%,2.56%,3.42%,0.00%,0.85%,0.85%,5.13%,100.00%,44.44%,17.52%,9.83%,PAN,MORENA,PRI,44.44%,13.68%,6.41%,17.52%,4.27%,13.68%,100.00%,44.44%,17.52%,13.68%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4437,4437-C1,502,529,121,27,14,13,1,6,8,50,3,8,1,0,0,13,265,121,50,27,71,0.2679245283,23,0.0867924528,0.5278884462,45.66%,10.19%,5.28%,4.91%,0.38%,2.26%,3.02%,18.87%,1.13%,3.02%,0.38%,0.00%,0.00%,4.91%,100.00%,45.66%,18.87%,10.19%,PAN,MORENA,PRI,45.66%,15.47%,5.66%,18.87%,2.26%,12.08%,100.00%,45.66%,18.87%,15.47%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4437,4437-C2,501,529,95,37,11,11,5,10,3,37,3,9,1,0,1,14,237,95,37,37,58,0.2447257384,0,0.0000000000,0.4730538922,40.08%,15.61%,4.64%,4.64%,2.11%,4.22%,1.27%,15.61%,1.27%,3.80%,0.42%,0.00%,0.42%,5.91%,100.00%,40.08%,15.61%,15.61%,PAN,MORENA,MORENA,40.08%,20.68%,6.75%,15.61%,4.22%,12.66%,100.00%,40.08%,20.68%,15.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4438,4438-B,392,414,103,19,14,6,1,5,0,26,4,6,0,0,1,14,199,103,26,19,77,0.3869346734,7,0.0351758794,0.5076530612,51.76%,9.55%,7.04%,3.02%,0.50%,2.51%,0.00%,13.07%,2.01%,3.02%,0.00%,0.00%,0.50%,7.04%,100.00%,51.76%,13.07%,9.55%,PAN,MORENA,PRI,51.76%,12.56%,7.54%,13.07%,2.51%,12.56%,100.00%,51.76%,13.07%,12.56%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4438,4438-C1,391,413,83,26,10,9,1,3,8,40,6,9,1,0,0,16,212,83,40,26,43,0.2028301887,14,0.0660377358,0.5421994885,39.15%,12.26%,4.72%,4.25%,0.47%,1.42%,3.77%,18.87%,2.83%,4.25%,0.47%,0.00%,0.00%,7.55%,100.00%,39.15%,18.87%,12.26%,PAN,MORENA,PRI,39.15%,16.98%,5.19%,18.87%,1.42%,18.40%,100.00%,39.15%,18.87%,16.98%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4439,4439-B,619,651,83,25,26,14,6,22,7,63,6,21,0,0,0,20,293,83,63,26,20,0.0682593857,37,0.1262798635,0.4733441034,28.33%,8.53%,8.87%,4.78%,2.05%,7.51%,2.39%,21.50%,2.05%,7.17%,0.00%,0.00%,0.00%,6.83%,100.00%,28.33%,21.50%,8.87%,PAN,MORENA,PRD,28.33%,13.31%,10.92%,21.50%,7.51%,18.43%,100.00%,28.33%,21.50%,13.31%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4439,4439-C1,618,650,84,21,29,22,5,11,9,77,8,13,0,0,1,31,311,84,77,29,7,0.0225080386,48,0.1543408360,0.5032362460,27.01%,6.75%,9.32%,7.07%,1.61%,3.54%,2.89%,24.76%,2.57%,4.18%,0.00%,0.00%,0.32%,9.97%,100.00%,27.01%,24.76%,9.32%,PAN,MORENA,PRD,27.01%,13.83%,10.93%,24.76%,3.54%,19.94%,100.00%,27.01%,24.76%,13.83%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4440,4440-B,729,760,119,35,22,16,2,14,13,55,12,17,0,0,0,23,328,119,55,35,64,0.1951219512,20,0.0609756098,0.4499314129,36.28%,10.67%,6.71%,4.88%,0.61%,4.27%,3.96%,16.77%,3.66%,5.18%,0.00%,0.00%,0.00%,7.01%,100.00%,36.28%,16.77%,10.67%,PAN,MORENA,PRI,36.28%,15.55%,7.32%,16.77%,4.27%,19.82%,100.00%,36.28%,16.77%,15.55%,PAN,MORENA,PRI_PVEM
